[Measurement conditions]
Sample identification,
Comment - 1,"Configuration=Chiba_MRD2, Owner=User-1, Creation date=2020/12/21 17:23:59"
Comment - 2,"Goniometer=PW3050/65 (Theta/2Theta); Minimum step size 2Theta:0.0001; Minimum step size Omega:0.0001"
Comment - 3,"Sample stage=MRD Cradle; Minimum step size Phi:0.01; Minimum step size Chi:0.01; Minimum step size X:0.01; Minimum step size Y:0.01; Minimum step size Z:0.001"
Comment - 4,"Diffractometer system=XPERT-PRO"
Comment - 5,"Measurement program=C:\PANalytical\Data Collector\Programs\Yamamoto_K_lab\A8_2theta_omega wide scan 20241206.xrdmp, Identifier={91340BC9-262E-492B-AEB0-FC4C54C63966}"
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.500
Divergence slit,Fixed,0.76mm
Monochromator used,YES
Generator voltage, 45
Tube current, 30
File date and time,18/12/2024 15:38
Unit cell,
h k l, 0 0 0
Scan axis,2Theta-Omega
Scan range,10.00000,16.10000
Scan step size,0.0500000
Omega offset,-0.3166
No. of points, 122
Scan type,CONTINUOUS
Phi,0.00
Psi,0.00
X,0.00
Y,0.00
Z,8.729
Time per step,0.40
[Scan points]
Angle,Intensity
10.02500,1.0
10.07500,1.0
10.12500,0.0
10.17500,0.0
10.22500,0.0
10.27500,0.0
10.32500,0.0
10.37500,0.0
10.42500,0.0
10.47500,0.0
10.52500,0.0
10.57500,1.0
10.62500,0.0
10.67500,0.0
10.72500,0.0
10.77500,0.0
10.82500,0.0
10.87500,0.0
10.92500,0.0
10.97500,0.0
11.02500,0.0
11.07500,0.0
11.12500,0.0
11.17500,0.0
11.22500,0.0
11.27500,0.0
11.32500,0.0
11.37500,0.0
11.42500,0.0
11.47500,0.0
11.52500,0.0
11.57500,0.0
11.62500,0.0
11.67500,0.0
11.72500,0.0
11.77500,0.0
11.82500,0.0
11.87500,0.0
11.92500,0.0
11.97500,0.0
12.02500,0.0
12.07500,0.0
12.12500,0.0
12.17500,0.0
12.22500,0.0
12.27500,0.0
12.32500,0.0
12.37500,0.0
12.42500,0.0
12.47500,0.0
12.52500,0.0
12.57500,0.0
12.62500,0.0
12.67500,0.0
12.72500,0.0
12.77500,0.0
12.82500,0.0
12.87500,0.0
12.92500,0.0
12.97500,0.0
13.02500,0.0
13.07500,0.0
13.12500,0.0
13.17500,0.0
13.22500,1.0
13.27500,0.0
13.32500,0.0
13.37500,0.0
13.42500,0.0
13.47500,0.0
13.52500,0.0
13.57500,1.0
13.62500,0.0
13.67500,0.0
13.72500,0.0
13.77500,0.0
13.82500,0.0
13.87500,0.0
13.92500,0.0
13.97500,0.0
14.02500,1.0
14.07500,0.0
14.12500,0.0
14.17500,0.0
14.22500,0.0
14.27500,0.0
14.32500,0.0
14.37500,0.0
14.42500,0.0
14.47500,0.0
14.52500,0.0
14.57500,0.0
14.62500,0.0
14.67500,1.0
14.72500,0.0
14.77500,2.0
14.82500,0.0
14.87500,0.0
14.92500,0.0
14.97500,0.0
15.02500,0.0
15.07500,0.0
15.12500,0.0
15.17500,0.0
15.22500,0.0
15.27500,1.0
15.32500,0.0
15.37500,0.0
15.42500,2.0
15.47500,0.0
15.52500,0.0
15.57500,0.0
15.62500,0.0
15.67500,0.0
15.72500,0.0
15.77500,0.0
15.82500,1.0
15.87500,0.0
15.92500,0.0
15.97500,0.0
16.02500,0.0
16.07500,0.0
